PatternSize,InputFile,Text(Ts),Pattern(Ps),TimeTaken(ms),
30,input_2000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.in",ecarbuncleviii.theadventureoft,0.028,
40,input_2000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.in",XARZUTLARGMHOBRHEQXXJTYPFFNSBSEYSVXNPKPI,0.019,
50,input_2000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.in",BPHEGRLYQIKJGZRLNJMHNMALLPCWEKRHCYOKRZJHHVTPUKAJVO,0.015,
60,input_2000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.in",LCTWNIYLOKCXMDLXUKICTFVIZHKLEAEPCZNQJLDXYGWKJIJDUTHQYEYANLNS,0.016,
70,input_2000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.in",RHQSVIBILAGTWTCGCIBYRTWYRYLELDSENKWKUXUHXDBWWFCAPFAHYZHSXUYLAQPNCMZWLV,0.016,
80,input_2000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.in",theadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurcona,0.016,
90,input_2000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.in",eforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethef,0.016,
100,input_2000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.in",WMLZCTZLRASLYMMJMCABHOCDAYJLYQUXDHWHAXSUYMHYATJPYJSFYVKAVUNVKHSPQQWRQQLQEUOFOZUMIORIJDIGXVCKEUBVLAMB,0.017,
10,input_3000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.inhiseyessheeclipsesandpredominatesthewholeofhersex.itwasnotthathefeltanyemotionakintoloveforireneadler.allemotions,andthatoneparticularly,wereabhorrenttohiscold,precisebutadmirablybalancedmind.hewas,itakeit,themostperfectreasoningandobservingmachinethattheworldhasseen,butasaloverhewouldhaveplacedhimselfinafalseposition.heneverspokeofthesofterpassions,savewithagibeandasneer.theywereadmirablethingsfortheobserver--excellentfordrawingtheveilfrommen'smotivesandactions.butforthetrainedreasonertoadmitsuchintrusionsintohisowndelicateandfinelyadjustedtemperamentwastointroduceadistractingfactorwhichmightthrowadoubtuponallhismentalresults.gritinasensitiveinstrument,oracrackinoneofhisownhigh-powerlenses,wouldnotbemoredisturbingthanastrongemotioninanaturesuchashis.andyettherewasbutonewomantohim,andthatwomanwasthelateirenea",ecarbuncle,0.021,
20,input_3000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.inhiseyessheeclipsesandpredominatesthewholeofhersex.itwasnotthathefeltanyemotionakintoloveforireneadler.allemotions,andthatoneparticularly,wereabhorrenttohiscold,precisebutadmirablybalancedmind.hewas,itakeit,themostperfectreasoningandobservingmachinethattheworldhasseen,butasaloverhewouldhaveplacedhimselfinafalseposition.heneverspokeofthesofterpassions,savewithagibeandasneer.theywereadmirablethingsfortheobserver--excellentfordrawingtheveilfrommen'smotivesandactions.butforthetrainedreasonertoadmitsuchintrusionsintohisowndelicateandfinelyadjustedtemperamentwastointroduceadistractingfactorwhichmightthrowadoubtuponallhismentalresults.gritinasensitiveinstrument,oracrackinoneofhisownhigh-powerlenses,wouldnotbemoredisturbingthanastrongemotioninanaturesuchashis.andyettherewasbutonewomantohim,andthatwomanwasthelateirenea",VVHAJGWVQKOZWUJCRHED,0.024,
30,input_3000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.inhiseyessheeclipsesandpredominatesthewholeofhersex.itwasnotthathefeltanyemotionakintoloveforireneadler.allemotions,andthatoneparticularly,wereabhorrenttohiscold,precisebutadmirablybalancedmind.hewas,itakeit,themostperfectreasoningandobservingmachinethattheworldhasseen,butasaloverhewouldhaveplacedhimselfinafalseposition.heneverspokeofthesofterpassions,savewithagibeandasneer.theywereadmirablethingsfortheobserver--excellentfordrawingtheveilfrommen'smotivesandactions.butforthetrainedreasonertoadmitsuchintrusionsintohisowndelicateandfinelyadjustedtemperamentwastointroduceadistractingfactorwhichmightthrowadoubtuponallhismentalresults.gritinasensitiveinstrument,oracrackinoneofhisownhigh-powerlenses,wouldnotbemoredisturbingthanastrongemotioninanaturesuchashis.andyettherewasbutonewomantohim,andthatwomanwasthelateirenea",BHIOHUPXVIUTRWCZUARFQQDKCHCJOH,0.025,
40,input_3000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.inhiseyessheeclipsesandpredominatesthewholeofhersex.itwasnotthathefeltanyemotionakintoloveforireneadler.allemotions,andthatoneparticularly,wereabhorrenttohiscold,precisebutadmirablybalancedmind.hewas,itakeit,themostperfectreasoningandobservingmachinethattheworldhasseen,butasaloverhewouldhaveplacedhimselfinafalseposition.heneverspokeofthesofterpassions,savewithagibeandasneer.theywereadmirablethingsfortheobserver--excellentfordrawingtheveilfrommen'smotivesandactions.butforthetrainedreasonertoadmitsuchintrusionsintohisowndelicateandfinelyadjustedtemperamentwastointroduceadistractingfactorwhichmightthrowadoubtuponallhismentalresults.gritinasensitiveinstrument,oracrackinoneofhisownhigh-powerlenses,wouldnotbemoredisturbingthanastrongemotioninanaturesuchashis.andyettherewasbutonewomantohim,andthatwomanwasthelateirenea",preparedbythousandsofvolunteers!*****tit,0.018,
50,input_3000.txt,"theprojectgutenbergebookoftheadventuresofsherlockholmesbysirarthurconandoyle(#15inourseriesbysirarthurconandoyle)copyrightlawsarechangingallovertheworld.besuretocheckthecopyrightlawsforyourcountrybeforedownloadingorredistributingthisoranyotherprojectgutenbergebook.thisheadershouldbethefirstthingseenwhenviewingthisprojectgutenbergfile.pleasedonotremoveit.donotchangeoredittheheaderwithoutwrittenpermission.pleasereadthe""legalsmallprint,""andotherinformationabouttheebookandprojectgutenbergatthebottomofthisfile.includedisimportantinformationaboutyourspecificrightsandrestrictionsinhowthefilemaybeused.youcanalsofindoutabouthowtomakeadonationtoprojectgutenberg,andhowtogetinvolved.**welcometotheworldoffreeplainvanillaelectronictexts****ebooksreadablebybothhumansandbycomputers,since1971*******theseebookswerepreparedbythousandsofvolunteers!*****title:theadventuresofsherlockholmesauthor:sirarthurconandoylereleasedate:march,1999[ebook#1661][mostrecentlyupdated:november29,2002]edition:12language:englishcharactersetencoding:ascii***startoftheprojectgutenbergebook,theadventuresofsherlockholmes***(additionaleditingbyjosemenendez)theadventuresofsherlockholmesbysirarthurconandoylecontentsi.ascandalinbohemiaii.thered-headedleagueiii.acaseofidentityiv.theboscombevalleymysteryv.thefiveorangepipsvi.themanwiththetwistedlipvii.theadventureofthebluecarbuncleviii.theadventureofthespeckledbandix.theadventureoftheengineer'sthumbx.theadventureofthenoblebachelorxi.theadventureoftheberylcoronetxii.theadventureofthecopperbeechesadventurei.ascandalinbohemiai.tosherlockholmessheisalwaysthewoman.ihaveseldomheardhimmentionherunderanyothername.inhiseyessheeclipsesandpredominatesthewholeofhersex.itwasnotthathefeltanyemotionakintoloveforireneadler.allemotions,andthatoneparticularly,wereabhorrenttohiscold,precisebutadmirablybalancedmind.hewas,itakeit,themostperfectreasoningandobservingmachinethattheworldhasseen,butasaloverhewouldhaveplacedhimselfinafalseposition.heneverspokeofthesofterpassions,savewithagibeandasneer.theywereadmirablethingsfortheobserver--excellentfordrawingtheveilfrommen'smotivesandactions.butforthetrainedreasonertoadmitsuchintrusionsintohisowndelicateandfinelyadjustedtemperamentwastointroduceadistractingfactorwhichmightthrowadoubtuponallhismentalresults.gritinasensitiveinstrument,oracrackinoneofhisownhigh-powerlenses,wouldnotbemoredisturbingthanastrongemotioninanaturesuchashis.andyettherewasbutonewomantohim,andthatwomanwasthelateirenea",hewouldhaveplacedhimselfinafalseposition.heneversp,0.021,
